#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
What was the name of the '' Little Rascals '' dog ?|ENTY|NNP|compound|NON|Xxxxx|Little|NF
What was the name of the '' Little Rascals '' dog ?|ENTY|NNP|nmod|NON|Xxxxx|Rascals|NF
What was the name of the '' Little Rascals '' dog ?|ENTY|NN|pobj|NON|xxx|dog|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|WP|det|NON|Xxxx|What|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NN|nsubj|NON|xxxx|city|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|VBZ|ROOT|NON|xxxx|boasts|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNP|poss|ORG|Xxxx|Penn|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNP|dobj|ORG|Xxxxx|Landing|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNS|pobj|NON|xxxx|banks|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNP|compound|GPE|Xxxxx|Delaware|NF
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NN|pobj|NON|xxxx|river|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|WP|dobj|NON|Xxxx|What|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|compound|FAC|Xxxxx|Broadway|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NN|nsubjpass|NON|xxxx|musical|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|VBD|auxpass|NON|xxx|was|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|VBN|ROOT|NON|xxxx|inspired|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|poss|ORG|Xxxxx|Cervantes|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|compound|PERSON|Xxx|Don|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|pobj|PERSON|Xxxxx|Quixote|NF
What is the origin of the word , JJ .|DESC|WP|attr|NON|Xxxx|What|NF
What is the origin of the word , JJ .|DESC|VBZ|ROOT|NON|xx|is|NF
What is the origin of the word , JJ .|DESC|NN|nsubj|NON|xxxx|origin|NF
What is the origin of the word , JJ .|DESC|NN|pobj|NON|xxxx|word|NF
What is the origin of the word , JJ .|DESC|NNP|appos|PRODUCT|XX|JJ|NF
How many hostages were killed in the Entebbe raid ?|NUM|JJ|amod|NON|xxxx|many|NF
How many hostages were killed in the Entebbe raid ?|NUM|NNS|nsubjpass|NON|xxxx|hostages|NF
How many hostages were killed in the Entebbe raid ?|NUM|VBD|auxpass|NON|xxxx|were|NF
How many hostages were killed in the Entebbe raid ?|NUM|VBN|ROOT|NON|xxxx|killed|NF
How many hostages were killed in the Entebbe raid ?|NUM|NNP|compound|ORG|Xxxxx|Entebbe|NF
How many hostages were killed in the Entebbe raid ?|NUM|NN|pobj|NON|xxxx|raid|NF
How you can raise your IQ ?|DESC|MD|aux|NON|xxx|can|NF
How you can raise your IQ ?|DESC|VB|ROOT|NON|xxxx|raise|NF
How you can raise your IQ ?|DESC|PRP$|poss|NON|xxxx|your|NF
How you can raise your IQ ?|DESC|NN|dobj|NON|XX|IQ|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|WP|"pobj||prep"|NON|Xxxx|What|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|VBZ|aux|NON|xxxx|does|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|NNP|nsubj|ORG|XXXX|INRI|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|VB|ROOT|NON|xxxx|stand|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|VBN|advcl|NON|xxxx|used|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|NNP|poss|PERSON|Xxxxx|Jesus|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|NN|pobj|NON|xxxx|cross|NF
Who produces Spumante ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who produces Spumante ?|HUM|VBZ|ROOT|NON|xxxx|produces|NF
Who produces Spumante ?|HUM|NNP|dobj|LOC|Xxxxx|Spumante|NF
Who earns their money the hard way ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who earns their money the hard way ?|HUM|VBZ|ROOT|NON|xxxx|earns|NF
Who earns their money the hard way ?|HUM|PRP$|poss|NON|xxxx|their|NF
Who earns their money the hard way ?|HUM|NN|dobj|NON|xxxx|money|NF
Who earns their money the hard way ?|HUM|JJ|amod|NON|xxxx|hard|NF
Who earns their money the hard way ?|HUM|NN|npadvmod|NON|xxx|way|NF
Who founded the People's Temple Commune ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who founded the People's Temple Commune ?|HUM|VBD|ROOT|NON|xxxx|founded|NF
Who founded the People's Temple Commune ?|HUM|NNPS|poss|ORG|Xxxxx|People|NF
Who founded the People's Temple Commune ?|HUM|NNP|compound|ORG|Xxxxx|Temple|NF
Who founded the People's Temple Commune ?|HUM|NNP|dobj|ORG|Xxxxx|Commune|NF
What athlete makes the most money from sports merchandise sales ?|HUM|WP|det|NON|Xxxx|What|NF
What athlete makes the most money from sports merchandise sales ?|HUM|NN|nsubj|NON|xxxx|athlete|NF
What athlete makes the most money from sports merchandise sales ?|HUM|VBZ|ROOT|NON|xxxx|makes|NF
What athlete makes the most money from sports merchandise sales ?|HUM|JJS|amod|NON|xxxx|most|NF
What athlete makes the most money from sports merchandise sales ?|HUM|NN|dobj|NON|xxxx|money|NF
What athlete makes the most money from sports merchandise sales ?|HUM|NNS|compound|NON|xxxx|sports|NF
What athlete makes the most money from sports merchandise sales ?|HUM|NN|compound|NON|xxxx|merchandise|NF
What athlete makes the most money from sports merchandise sales ?|HUM|NNS|pobj|NON|xxxx|sales|NF
How many bends are there in a standard paper clip ?|NUM|JJ|amod|NON|xxxx|many|NF
How many bends are there in a standard paper clip ?|NUM|NNS|nsubj|NON|xxxx|bends|NF
How many bends are there in a standard paper clip ?|NUM|VBP|ROOT|NON|xxx|are|NF
How many bends are there in a standard paper clip ?|NUM|JJ|amod|NON|xxxx|standard|NF
How many bends are there in a standard paper clip ?|NUM|NN|compound|NON|xxxx|paper|NF
How many bends are there in a standard paper clip ?|NUM|NN|pobj|NON|xxxx|clip|NF
Who discovered electricity ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who discovered electricity ?|HUM|VBD|ROOT|NON|xxxx|discovered|NF
Who discovered electricity ?|HUM|NN|dobj|NON|xxxx|electricity|NF
What part of your body contains the corpus callosum ?|ENTY|WP|det|NON|Xxxx|What|NF
What part of your body contains the corpus callosum ?|ENTY|NN|nsubj|NON|xxxx|part|NF
What part of your body contains the corpus callosum ?|ENTY|PRP$|poss|NON|xxxx|your|NF
What part of your body contains the corpus callosum ?|ENTY|NN|pobj|NON|xxxx|body|NF
What part of your body contains the corpus callosum ?|ENTY|VBZ|ROOT|NON|xxxx|contains|NF
What part of your body contains the corpus callosum ?|ENTY|NN|compound|NON|xxxx|corpus|NF
What part of your body contains the corpus callosum ?|ENTY|NN|dobj|NON|xxxx|callosum|NF
Who was the first American in space ?|HUM|WP|attr|NON|Xxx|Who|NF
Who was the first American in space ?|HUM|VBD|ROOT|NON|xxx|was|NF
Who was the first American in space ?|HUM|JJ|amod|ORDINAL|xxxx|first|NF
Who was the first American in space ?|HUM|JJ|attr|NORP|Xxxxx|American|NF
Who was the first American in space ?|HUM|NN|pobj|NON|xxxx|space|NF
What two South American countries do n't border Brazil ?|LOC|WP|"pobj||prep"|NON|Xxxx|What|NF
What two South American countries do n't border Brazil ?|LOC|CD|nummod|CARDINAL|xxx|two|NF
What two South American countries do n't border Brazil ?|LOC|JJ|amod|NORP|Xxxxx|South|NF
What two South American countries do n't border Brazil ?|LOC|JJ|amod|NORP|Xxxxx|American|NF
What two South American countries do n't border Brazil ?|LOC|NNS|nsubj|NON|xxxx|countries|NF
What two South American countries do n't border Brazil ?|LOC|VBP|aux|NON|xx|do|NF
What two South American countries do n't border Brazil ?|LOC|VB|ROOT|NON|xxxx|border|NF
What two South American countries do n't border Brazil ?|LOC|NNP|dobj|GPE|Xxxxx|Brazil|NF
What album put The Beatles on the cover of Time in 1967 ?|ENTY|WP|det|NON|Xxxx|What|NF
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NN|nsubj|NON|xxxx|album|NF
What album put The Beatles on the cover of Time in 1967 ?|ENTY|VBD|ROOT|NON|xxx|put|NF
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NNPS|dobj|WORK_OF_ART|Xxxxx|Beatles|NF
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NN|pobj|WORK_OF_ART|xxxx|cover|NF
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NNP|pobj|WORK_OF_ART|Xxxx|Time|NF
What album put The Beatles on the cover of Time in 1967 ?|ENTY|CD|pobj|DATE|dddd|1967|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|WP|det|NON|Xxxx|What|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|NN|nsubj|NON|xxxx|poem|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|VBZ|ROOT|NON|xxxx|contains|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|NN|dobj|NON|xxxx|line|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|VB|ccomp|NON|xxxx|grow|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|JJ|acomp|NON|xxx|old|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|JJS|nsubj|NON|xxxx|best|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|VBZ|conj|NON|xx|is|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|VB|xcomp|NON|xx|be|NF
What is a dental root canal ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What is a dental root canal ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is a dental root canal ?|DESC|JJ|amod|NON|xxxx|dental|NF
What is a dental root canal ?|DESC|NN|compound|NON|xxxx|root|NF
What is a dental root canal ?|DESC|NN|attr|NON|xxxx|canal|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|WP|det|NON|Xxxx|What|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NN|dobj|NON|xxx|war|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|VBD|aux|NON|xxx|did|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNP|compound|NON|Xxxxx|Wanna|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNP|compound|NON|Xx|Go|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNP|compound|NON|Xxxx|Home|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNS|nsubj|NON|Xxxxx|Riots|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|VBP|ROOT|NON|xxxx|occur|NF
What is the busiest air travel season ?|NUM|WP|attr|NON|Xxxx|What|NF
What is the busiest air travel season ?|NUM|VBZ|ROOT|NON|xx|is|NF
What is the busiest air travel season ?|NUM|JJS|amod|NON|xxxx|busiest|NF
What is the busiest air travel season ?|NUM|NN|compound|NON|xxx|air|NF
What is the busiest air travel season ?|NUM|NN|compound|NON|xxxx|travel|NF
What is the busiest air travel season ?|NUM|NN|nsubj|NON|xxxx|season|NF
What's the colored part of the eye called ?|ENTY|WP|attr|NON|Xxxx|What|NF
What's the colored part of the eye called ?|ENTY|VBZ|ROOT|NON|'x|'s|NF
What's the colored part of the eye called ?|ENTY|JJ|amod|NON|xxxx|colored|NF
What's the colored part of the eye called ?|ENTY|NN|attr|NON|xxxx|part|NF
What's the colored part of the eye called ?|ENTY|NN|pobj|NON|xxx|eye|NF
What's the colored part of the eye called ?|ENTY|VBN|acl|NON|xxxx|called|NF
What are hook worms ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What are hook worms ?|DESC|VBP|ROOT|NON|xxx|are|NF
What are hook worms ?|DESC|JJ|compound|NON|xxxx|hook|NF
What are hook worms ?|DESC|NNS|attr|NON|xxxx|worms|NF
Where is the Rose Bowl played ?|LOC|VBZ|advmod|NON|xx|is|NF
Where is the Rose Bowl played ?|LOC|NNP|compound|NON|Xxxx|Rose|NF
Where is the Rose Bowl played ?|LOC|NNP|nsubj|NON|Xxxx|Bowl|NF
Where is the Rose Bowl played ?|LOC|VBD|ROOT|NON|xxxx|played|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|WDT|det|NON|Xxxxx|Which|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|JJ|amod|NORP|Xxxxx|Japanese|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|compound|NON|xxx|car|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|nsubj|NON|xxxx|maker|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|VBD|ROOT|NON|xxx|had|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|PRP$|poss|NON|xxx|its|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|JJS|amod|NON|xxxx|biggest|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|dobj|NON|xxxx|percentage|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|pobj|NON|xxxx|sale|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|JJ|amod|NON|xxxx|domestic|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|pobj|NON|xxxx|market|NF
Who is the mayor of Marbella ?|HUM|WP|attr|NON|Xxx|Who|NF
Who is the mayor of Marbella ?|HUM|VBZ|ROOT|NON|xx|is|NF
Who is the mayor of Marbella ?|HUM|NN|nsubj|NON|xxxx|mayor|NF
Who is the mayor of Marbella ?|HUM|NNP|pobj|GPE|Xxxxx|Marbella|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|WP|dobj|NON|Xxxx|What|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|npadvmod|NON|xxx|sun|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|VBN|csubj|NON|xxxx|blasted|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|CD|nummod|CARDINAL|dd-xxxx|14-mile|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|JJ|amod|NON|xxxx|wide|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|nsubj|NON|xxxx|valley|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|VBZ|ROOT|NON|xx|is|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|attr|NON|xxxx|north|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NNP|compound|NON|Xxxxx|Mojave|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|pobj|NON|xxxx|desert|NF
In what year did Thatcher become prime minister ?|NUM|WP|det|NON|xxxx|what|NF
In what year did Thatcher become prime minister ?|NUM|NN|pcomp|NON|xxxx|year|NF
In what year did Thatcher become prime minister ?|NUM|VBD|aux|NON|xxx|did|NF
In what year did Thatcher become prime minister ?|NUM|NNP|nsubj|PERSON|Xxxxx|Thatcher|NF
In what year did Thatcher become prime minister ?|NUM|VB|ROOT|NON|xxxx|become|NF
In what year did Thatcher become prime minister ?|NUM|JJ|amod|NON|xxxx|prime|NF
In what year did Thatcher become prime minister ?|NUM|NN|attr|NON|xxxx|minister|NF
How many months does it take the moon to revolve around the Earth ?|NUM|JJ|amod|NON|xxxx|many|NF
How many months does it take the moon to revolve around the Earth ?|NUM|NNS|npadvmod|NON|xxxx|months|NF
How many months does it take the moon to revolve around the Earth ?|NUM|VBZ|aux|NON|xxxx|does|NF
How many months does it take the moon to revolve around the Earth ?|NUM|VB|ROOT|NON|xxxx|take|NF
How many months does it take the moon to revolve around the Earth ?|NUM|NN|dobj|NON|xxxx|moon|NF
How many months does it take the moon to revolve around the Earth ?|NUM|VB|advcl|NON|xxxx|revolve|NF
How many months does it take the moon to revolve around the Earth ?|NUM|NNP|pobj|LOC|Xxxxx|Earth|NF
Where are the 49 steps ?|LOC|VBP|ROOT|NON|xxx|are|NF
Where are the 49 steps ?|LOC|CD|nummod|CARDINAL|dd|49|NF
Where are the 49 steps ?|LOC|NNS|nsubj|NON|xxxx|steps|NF
In what year was De Gaulle elected president of France ?|NUM|WP|det|NON|xxxx|what|NF
In what year was De Gaulle elected president of France ?|NUM|NN|pcomp|NON|xxxx|year|NF
In what year was De Gaulle elected president of France ?|NUM|VBD|ROOT|NON|xxx|was|NF
In what year was De Gaulle elected president of France ?|NUM|NNP|compound|PERSON|Xx|De|NF
In what year was De Gaulle elected president of France ?|NUM|NNP|nsubj|PERSON|Xxxxx|Gaulle|NF
In what year was De Gaulle elected president of France ?|NUM|VBD|ccomp|NON|xxxx|elected|NF
In what year was De Gaulle elected president of France ?|NUM|NN|oprd|NON|xxxx|president|NF
In what year was De Gaulle elected president of France ?|NUM|NNP|pobj|GPE|Xxxxx|France|NF
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|VBZ|ROOT|NON|xxxx|sings|NF
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNS|dobj|NON|xxxx|themes|NF
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNP|poss|NON|Xxxxx|Dawson|NF
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNP|pobj|NON|Xxxxx|Creek|NF
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNP|conj|NON|Xxxxx|Felicity|NF
Who directed '' Jaws '' ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who directed '' Jaws '' ?|HUM|VBD|ROOT|NON|xxxx|directed|NF
On what T.V. show could Tom Terrific be found ?|ENTY|WP|det|NON|xxxx|what|NF
On what T.V. show could Tom Terrific be found ?|ENTY|NNP|compound|NON|X.X.|T.V.|NF
On what T.V. show could Tom Terrific be found ?|ENTY|VBP|pcomp|NON|xxxx|show|NF
On what T.V. show could Tom Terrific be found ?|ENTY|MD|aux|NON|xxxx|could|NF
On what T.V. show could Tom Terrific be found ?|ENTY|NNP|compound|PERSON|Xxx|Tom|NF
On what T.V. show could Tom Terrific be found ?|ENTY|NNP|nsubjpass|PERSON|Xxxxx|Terrific|NF
On what T.V. show could Tom Terrific be found ?|ENTY|VB|auxpass|NON|xx|be|NF
On what T.V. show could Tom Terrific be found ?|ENTY|VBN|ROOT|NON|xxxx|found|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|WP|det|NON|Xxxx|What|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|JJ|amod|NORP|Xxxxx|Indian|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NN|nsubj|NON|xxxx|tribe|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|VBZ|ROOT|NON|xx|is|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NNP|compound|NON|X|F|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NNP|nsubj|NON|Xxxxx|Troop|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|VBG|ccomp|NON|xxxx|doing|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NN|dobj|NON|xxxx|battle|NF
Where did Indian Pudding come from ?|DESC|VBD|aux|NON|xxx|did|NF
Where did Indian Pudding come from ?|DESC|JJ|compound|NORP|Xxxxx|Indian|NF
Where did Indian Pudding come from ?|DESC|NNP|nsubj|NON|Xxxxx|Pudding|NF
Where did Indian Pudding come from ?|DESC|VB|ROOT|NON|xxxx|come|NF
Why do some clothing labels say '' Use a nonchlorine bleach '' ?|DESC|VBP|aux|NON|xx|do|NF
Why do some clothing labels say '' Use a nonchlorine bleach '' ?|DESC|NN|compound|NON|xxxx|clothing|NF
Why do some clothing labels say '' Use a nonchlorine bleach '' ?|DESC|NNS|nsubj|NON|xxxx|labels|NF
Why do some clothing labels say '' Use a nonchlorine bleach '' ?|DESC|VBP|ROOT|NON|xxx|say|NF
How many colonies were involved in the American Revolution ?|NUM|JJ|amod|NON|xxxx|many|NF
How many colonies were involved in the American Revolution ?|NUM|NNS|nsubjpass|NON|xxxx|colonies|NF
How many colonies were involved in the American Revolution ?|NUM|VBD|auxpass|NON|xxxx|were|NF
How many colonies were involved in the American Revolution ?|NUM|VBN|ROOT|NON|xxxx|involved|NF
How many colonies were involved in the American Revolution ?|NUM|NNP|compound|NON|Xxxxx|American|NF
How many colonies were involved in the American Revolution ?|NUM|NNP|pobj|NON|Xxxxx|Revolution|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|WP|attr|NON|Xxxx|What|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|VBZ|ROOT|NON|xx|is|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NN|nsubj|NON|xxxx|name|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NN|pobj|NON|xxxx|city|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|WDT|"pobj||prep"|NON|xxxx|that|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NNP|compound|PERSON|Xxxxx|Maurizio|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NNP|nsubj|PERSON|Xxxxx|Pellegrin|NF
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|VBZ|relcl|NON|xxxx|lives|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|MD|aux|NON|xxx|can|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|VB|ROOT|NON|xxxx|find|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|JJ|amod|NON|xxxx|pictorial|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|NNS|dobj|NON|xxxx|directions|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|VB|pcomp|NON|xxxx|build|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|JJ|amod|NON|xxxx|simple|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|NN|dobj|NON|xxxx|treehouse|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|WP|det|NON|Xxxx|What|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NN|poss|NON|xxxx|game|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NN|nsubj|NON|xxxx|board|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|VBZ|ROOT|NON|xxxx|shows|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNS|dobj|NON|xxxx|territories|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNP|pobj|GPE|Xxxxx|Irkutsk|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNP|conj|GPE|Xxxxx|Yakutsk|NF
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNP|conj|GPE|Xxxxx|Kamchatka|NF
What is the name of the managing director of Apricot Computer ?|HUM|WP|attr|NON|Xxxx|What|NF
What is the name of the managing director of Apricot Computer ?|HUM|VBZ|ROOT|NON|xx|is|NF
What is the name of the managing director of Apricot Computer ?|HUM|NN|nsubj|NON|xxxx|name|NF
What is the name of the managing director of Apricot Computer ?|HUM|VBG|amod|NON|xxxx|managing|NF
What is the name of the managing director of Apricot Computer ?|HUM|NN|pobj|NON|xxxx|director|NF
What is the name of the managing director of Apricot Computer ?|HUM|NNP|compound|ORG|Xxxxx|Apricot|NF
What is the name of the managing director of Apricot Computer ?|HUM|NNP|pobj|ORG|Xxxxx|Computer|NF
What is the occupation of Nicholas Cage ?|HUM|WP|attr|NON|Xxxx|What|NF
What is the occupation of Nicholas Cage ?|HUM|VBZ|ROOT|NON|xx|is|NF
What is the occupation of Nicholas Cage ?|HUM|NN|nsubj|NON|xxxx|occupation|NF
What is the occupation of Nicholas Cage ?|HUM|NNP|compound|PERSON|Xxxxx|Nicholas|NF
What is the occupation of Nicholas Cage ?|HUM|NNP|pobj|PERSON|Xxxx|Cage|NF
Why do horseshoes bring luck ?|DESC|VBP|aux|NON|xx|do|NF
Why do horseshoes bring luck ?|DESC|NNS|nsubj|NON|xxxx|horseshoes|NF
Why do horseshoes bring luck ?|DESC|VB|ROOT|NON|xxxx|bring|NF
Why do horseshoes bring luck ?|DESC|NN|dobj|NON|xxxx|luck|NF
What is the 401 , K , plan ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the 401 , K , plan ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the 401 , K , plan ?|DESC|CD|attr|NON|ddd|401|NF
What is the 401 , K , plan ?|DESC|NNP|nmod|NON|X|K|NF
What is the 401 , K , plan ?|DESC|NN|nsubj|NON|xxxx|plan|NF
What causes pneumonia ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What causes pneumonia ?|DESC|VBZ|ROOT|NON|xxxx|causes|NF
What causes pneumonia ?|DESC|NNS|dobj|NON|xxxx|pneumonia|NF
What are the three winter months in the southern hemisphere ?|NUM|WP|attr|NON|Xxxx|What|NF
What are the three winter months in the southern hemisphere ?|NUM|VBP|ROOT|NON|xxx|are|NF
What are the three winter months in the southern hemisphere ?|NUM|CD|nummod|DATE|xxxx|three|NF
What are the three winter months in the southern hemisphere ?|NUM|NN|compound|DATE|xxxx|winter|NF
What are the three winter months in the southern hemisphere ?|NUM|NNS|nsubj|DATE|xxxx|months|NF
What are the three winter months in the southern hemisphere ?|NUM|JJ|amod|NON|xxxx|southern|NF
What are the three winter months in the southern hemisphere ?|NUM|NN|pobj|NON|xxxx|hemisphere|NF
What does gringo mean ?|DESC|WP|dobj|NON|Xxxx|What|NF
What does gringo mean ?|DESC|VBZ|aux|NON|xxxx|does|NF
What does gringo mean ?|DESC|NN|nsubj|NON|xxxx|gringo|NF
What does gringo mean ?|DESC|VB|ROOT|NON|xxxx|mean|NF
What country contains Africa's northernmost point ?|LOC|WP|det|NON|Xxxx|What|NF
What country contains Africa's northernmost point ?|LOC|NN|nsubj|NON|xxxx|country|NF
What country contains Africa's northernmost point ?|LOC|VBZ|ROOT|NON|xxxx|contains|NF
What country contains Africa's northernmost point ?|LOC|NNP|poss|LOC|Xxxxx|Africa|NF
What country contains Africa's northernmost point ?|LOC|JJS|amod|NON|xxxx|northernmost|NF
What country contains Africa's northernmost point ?|LOC|NN|dobj|NON|xxxx|point|NF
What therapy attempts to elicit the '' primal scream '' ?|ENTY|WP|det|NON|Xxxx|What|NF
What therapy attempts to elicit the '' primal scream '' ?|ENTY|NN|compound|NON|xxxx|therapy|NF
What therapy attempts to elicit the '' primal scream '' ?|ENTY|NNS|ROOT|NON|xxxx|attempts|NF
What therapy attempts to elicit the '' primal scream '' ?|ENTY|VB|acl|NON|xxxx|elicit|NF
What therapy attempts to elicit the '' primal scream '' ?|ENTY|JJ|amod|NON|xxxx|primal|NF
What therapy attempts to elicit the '' primal scream '' ?|ENTY|NN|dobj|NON|xxxx|scream|NF
